Statement,,,,Result
"Out of the total U.S. military budget^ ""significantly less than 10 percent of that money is used to fight international terrorism.""",,,,barely-true
"The United States is ""the only major country on earth that doesn't guarantee health care to all people as a right^ not a privilege.""",,,,half-true
Says income tax rates under Eisenhower were as high as 90 percent.,,,,TRUE
"Will Hurd ""tends to have a 96 percent straight Republican^ straight party voting record.""",,,,TRUE
"The ""Democratic Party is getting smaller and smaller and smaller.""",,,,barely-true
Net immigration from Mexico last year was zero. Fact-check me.,,,,mostly-true
"500^000 U.S. troops came home from Iraq and Afghanistan ""with PTSD and traumatic brain injury.""",,,,mostly-true
Wages adjusted for inflation haven’t risen since the turn of the last century.,,,,half-true
The Chinese are there in Syria.,,,,FALSE
"The Consumer Financial Protection Bureau has ""no congressional oversight.""",,,,half-true
"North Korea ""has over two-dozen nuclear warheads.""",,,,half-true
In a period of roughly 72 hours^ a small group of angry black students managed to force the resignation of the two highest ranking officials at that school.,,,,half-true
After Sandy Hook^ Ted Cruz stopped Obama’s push for new gun control laws.,,,,barely-true
Women fill two-thirds of minimum wage jobs.,,,,mostly-true
When Chuck Schumer and Marco Rubio tried to push amnesty^ it was Ted Cruz who stopped them.,,,,barely-true
Georgia is one of the 10 most tax-friendly states for retirees.,,,,half-true
"The Trans-Pacific Partnership ""was designed for China to come in^ as they always do^ through the back door and totally take advantage of everyone.""",,,,pants-fire
"Says Marco Rubio is proposing a new $1 trillion ""welfare program"" in tax credits and ""$1 trillion in new military spending.""",,,,mostly-true
"The Democrats plan ""to raise your tax rates to 70 or 80 percent.""",,,,FALSE
Over half of the black workers in this country earn less than $15 an hour.,,,,mostly-true
We already pay the highest electricity prices in the country here in New England.,,,,half-true
Obamacare isn't helping anyone.,,,,pants-fire
"Says President Dwight Eisenhower ""moved 1.5 million illegal immigrants out of this country.""",,,,half-true
"Says Hillary Clinton told her daughter and a government official that Benghazi ""was a terrorist attack^ and then tells everybody else that it was a video.""",,,,barely-true
"Says that Starbucks took ""Christmas off of their brand new cups.""",,,,pants-fire
Welders make more money than philosophers.,,,,FALSE
Only one out of five of the so-called ‘Syrian refugees’ who went into Europe were actually Syrian.,,,,barely-true
There are more words in the IRS code than there are in the Bible.,,,,TRUE
"Income inequality ""seems to be worst in cities run by Democrats.""",,,,half-true
Every time we raise the minimum wage^ the number of jobless people increases.,,,,FALSE
We’re losing now over $500 billion a year in terms of imbalance with China.,,,,barely-true
There’s only one of us who’s actually cut government spending -- not two^ there’s one and you’re looking at him.,,,,half-true
"Says the United States is in ""the worst recovery from an economic recession since World War II.""",,,,half-true
"Obamacare insurance cooperative failures ""should be expected"" because they're like any business^ and ""when you start businesses in America^ at the fifth year^ half of the businesses have closed.""",,,,half-true
When President Obama was running for re-election … Senator Sanders was trying to find someone to primary him.,,,,half-true
"Says he balanced the Milwaukee County budget ""without raising taxes five years in a row.""",,,,half-true
Our state has no major rivers to produce big hydropower.,,,,mostly-true
Marco Rubio spent $400K of your tax dollars remodeling offices^ and building a members-only lounge.,,,,TRUE
Everyone on California’s roads is properly licensed^ tested and insured.,,,,pants-fire
"On the VA: ""Over 300^000 veterans have died waiting for care.""",,,,barely-true
Go look on the West Point website and you’ll see those specific words^ ‘full scholarship to West Point.’ So even though it is^ you know^ given as a grant for anybody who gets in^ those words are used.,,,,mostly-true
"Says that in polls about 2016 candidate leadership skills^ he comes out ""two and three and four times higher than anybody else.""",,,,half-true
Every signer of the Declaration of Independence had no federal elected office experience.,,,,pants-fire
I am the only person in this field who is against amnesty. Every other person in this field wants to allow people who are here illegally to be able to stay here^ in one form or another.,,,,FALSE
Most Americans are ready to put it [marijuana prohibition] behind us and move on.,,,,TRUE
Texas #2 in nation for new gun purchases^ behind California.,,,,FALSE
How many concerts would Taylor Swift have to perform to pay off one day of interest on our national debt? She would have to perform every day for three years.,,,,mostly-true
"Texas legislation ""would allow… teachers to kill their students if they felt it was needed.""",,,,half-true
"Wisconsin’s Government Accountability Board ""ignored their duties and did not regularly audit"" voters to remove felons ""for a span of 16 elections.",,,,half-true
"The Koch Brothers are ""spending more money than either the Democratic or Republican parties"" in the 2016 elections.",,,,FALSE
On support for the Export-Import Bank,,,,full-flip
Says his plan would cut taxes without increasing the deficit.,,,,FALSE
My plan actually gives the middle class the greatest break: $2^000 per family.,,,,barely-true
"‘Dark money’ spending in the 2016 election cycle ""is 10 times what it was at the same point in the 2012 election cycle^"" when it topped $308 million.",,,,TRUE
Iowa's Republican caucus stopped mattering years ago. It in no way determines the party nominee.,,,,half-true
"There was never a single shred of evidence presented to anyone that the attacks in Benghazi^ Libya^ were ""spontaneous^ and in fact^ the CIA themselves understood that early on.""",,,,half-true
Says his tax plan wouldn't leave the federal government with a $1.1 trillion hole.,,,,FALSE
"Under his tax plan^ ""the greatest gains^ percentage-wise^"" will be ""at the lower end of our plan.""",,,,half-true
No city in the state^ no state in this nation^ for that matter the entire world^ has adopted (clean energy) targets more ambitious in scale.,,,,mostly-true
Smog was invented in Los Angeles. It was. The name was invented. There was a fellow at Caltech and he came up with the idea and they called it smog.,,,,half-true
"The CNBC debate was supposed to be three hours^ and he ""renegotiated it down to two hours.""",,,,barely-true
"Says Ohio Gov. John Kasich ""got lucky with a thing called fracking^"" which ""is why Ohio is doing well.""",,,,FALSE
"The debt limit deal ""allows President Obama to borrow unlimited amounts of money.""",,,,barely-true
It has been estimated that nearly 40 percent of all guns sold in America are sold by private^ unlicensed sellers either online or through gun shows.,,,,barely-true
Electric car sales in Georgia have dropped dramatically since a $5^000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.,,,,TRUE
If you look at the three people on the (debate) stage from the United States Senate^ all three of them have a combined two bills that became law that they've sponsored.,,,,mostly-true
We have record numbers of people living in poverty.,,,,half-true
There have been more than 300 mass shootings in the United States this year – more than any other country in the world.,,,,half-true
If you're born poor^ you're more likely to stay poor than any time in American history.,,,,half-true
"A Texas police department bought an ad telling drug dealers^ ""We can take your competition off the streets for FREE.""",,,,TRUE
"Says a question about his financial skills at the CNBC debate included ""discredited attacks from Democrats and my political opponents.""",,,,FALSE
